,_id,mid,msg_type,cont,nfwd,sname,uid,r_mid,r_uid,pt,nlike
29,5f222af386a1fcf5e0dbeddd,1287212413604048896,3,"RT @TomNamako: More than 146,000 COVID-19 deaths in the US, and a total of more than 4.1 milllion cases. Pandemic benefits are about to run…",0,mat,11113,1287151654190510086,160951141,1595730329000,-1
30,5f2369c586a1fcf5e0f11646,1285637244481613830,3,RT @pdmcleod: Senator Rand Paul comes out of GOP lunch meeting to say spending another trillion dollars on Covid aid is the most irresponsi…,0,mat,11113,1285636477540536321,123322294,1595354779000,-1
31,5f28aaea86a1fcf5e0583dc7,1289294979534213120,1,"Camp Is Bad Now, Okay?https://t.co/RxJ2eqoE7y via @CraigSilverman",0,mat,11113,,,1596226851000,-1
32,5f347fcf86a1fcf5e0488eb5,1290375229882028032,3,RT @annehelen: Every obituary for someone who died of COVID in this country should be filled with this sort of rage,0,mat,11113,1290374874209255425,16714443,1596484403000,-1
33,5f37329e86a1fcf5e07b8fcc,1294045769742213123,3,RT @DineshDSouza: This article in Buzzfeed accuses me of being a butt-kisser for conservative whites. It’s written by an Indian woman @scaa…,0,mat,11113,1294037205606965250,91882544,1597359528000,-1
34,5f387eb286a1fcf5e08f0ca8,1292473104816513026,3,"RT @reckonsouth: After a hiatus due to COVID-19, eviction hearings began again in Shelby County, Tenn. in mid-June. Ten volunteers showed u…",0,mat,11113,1292472522810765312,888112246907256832,1596984575000,-1
35,5f45c11186a1fcf5e09b1a18,1296928716669370370,3,RT @azeen: Dozens of COVID long-haulers worldwide met w/ @WHO today in what they say is the biggest sign yet the medical world is starting…,0,mat,11113,1296927402266963968,256722290,1598046876000,-1
36,5f49833b86a1fcf5e0d9af55,1297230471739260933,1,Global COVID-19 Hot Spots Show How Broken Governments Made The Pandemic Worse https://t.co/mJBlKQhOxi via @karlazabs,0,mat,11113,,,1598118820000,-1
37,5f4c2cee86a1fcf5e02ceaf3,1299217555756732416,3,"RT @EmilyZFeng: We have just learned some very sad news from @zhifanliu, who visited the village recently. This man drank poison - born out…",0,mat,11113,1299198475079266305,1878264721,1598592578000,-1
38,5f5027e986a1fcf5e0a22e28,1298092786785243136,3,RT @azeen: 2.5 hours of RNCs night 1 and its absolutely damning that not a single speaker mentioned the number of Americans that have die…,0,mat,11113,1298092476918640640,256722290,1598324412000,-1
39,5f5187e986a1fcf5e0c36378,1301194788323037184,1,"Her Son Died Of COVID-19 In New York. Like Others In Mexico, She’s Now Struggling To Make Ends Meet. https://t.co/eq2XtQ2Umd via @karlazabs",0,mat,11113,,,1599063987000,-1
40,5f5964e986a1fcf5e0a95634,1303579452614479873,3,"RT @Jdlazo: 3. Make sure that your go-kit has COVID-19 supplies- sanitizer, face masks, disinfectant spray. Put the go-kits of everyone in…",0,mat,11113,1303500927920271361,122280516,1599632535000,-1
41,5f5abbff86a1fcf5e0d3c299,1303766488873009152,3,RT @DavidAgranovich: 2020 in a nutshell. COVID testing center and the Bay Bridge at noon under the wildfire-smoke sky. https://t.co/1s40NO2…,0,mat,11113,1303765793855827968,1065354878866808833,1599677128000,-1
42,5f5c473986a1fcf5e0e4ef6a,1302473553548206080,3,RT @JoeDator: This is not hidden. The full video has been on youtube since 2013. https://t.co/KEsPxAxYeS,0,mat,11113,1302472113308282880,270728353,1599368868000,-1
43,5f5d500c86a1fcf5e00a8119,1303921572235767810,2,https://t.co/idxSUAJ5WC,0,mat,11113,1303920971900841984,11113,1599714103000,-1
44,5f5e9b2986a1fcf5e027209a,1304050921626771458,3,"RT @davidmackau: Lost Year Day 4In New Orleans, Carrie Stuckwisch is exhausted. Shes worn out from months of post-COVID-19 symptoms. She…",0,mat,11113,1304048916741140481,304932002,1599744942000,-1
45,5f6163ef86a1fcf5e081b1b1,1304428423570317318,3,"RT @tarikh: 187,000 more Americans have died from COVID-19 since this tweet from March. https://t.co/U1m5zxwVUM",0,mat,11113,1304427701726597126,7535272,1599834945000,-1
46,5f6290ec86a1fcf5e091d8c7,1304469659425452032,3,"RT @RosieGray: latest, with @rmac18: Peter Thiel Met With The Racist Fringe As He Went All In On Trump https://t.co/VGZrWhFu2t",0,mat,11113,1304464276380364802,116341480,1599844777000,-1
47,5f62913186a1fcf5e0921aa4,1304474144935821312,3,"RT @robaeprice: Facebook board member Peter Thiel had dinner with ""influential white nationalist"" Kevin DeAnna in 2016, and said he ""really…",0,mat,11113,1304473549357244416,47726356,1599845846000,-1
48,5f62913286a1fcf5e0921b86,1304474496464687104,3,"RT @RMac18: The summer Peter Thiel announced his support of Trump and spoke at the 2016 RNC, he also hosted a dinner for one of the most in…",0,mat,11113,1304463036883718144,47191293,1599845930000,-1
49,5f6291f386a1fcf5e092cff1,1304474552525701122,3,RT @Bernstein: My reporting in 2017 first hinted that Peter Thiel was “fully enlightened” by the white nationalist fringe. Now @RMac18 and…,0,mat,11113,1304474236048769024,18121069,1599845943000,-1
50,5f63e75d86a1fcf5e0b99989,1306242120248750081,3,"RT @BuzzFeedNews: Having your kids leave the nest has always been sad. In 2020, it’s also terrifying. https://t.co/jA75bM0zcJ",0,mat,11113,1306233376429363206,1020058453,1600267364000,-1
51,5f63ece586a1fcf5e0be9f13,1304665719141879808,3,"RT @JuddLegum: Facebook board member Peter Thiel ""hosted a dinner with one of the most influential and vocal white nationalists in modern-d…",0,mat,11113,1304476645626126337,15464697,1599891521000,-1
52,5f65464b86a1fcf5e0e759a1,1306402055834140672,3,RT @katherinemiller: Read @JohnPaczkowskion his daughters going off to college right now https://t.co/WBYPrt7ErW https://t.co/b4PIGHPsZI,0,mat,11113,1305910661097103362,15741036,1600305496000,-1
53,5f67d12786a1fcf5e022f9dd,1306662770033582081,1,Absolutely gorgeous writing from @elamin88 here with a kicker that will stay with me for a long time https://t.co/SREyFpjXrH,0,mat,11113,,,1600367655000,-1
54,5f67e57b86a1fcf5e034d4df,1306718827342749696,3,"RT @carolineha_: Parents are facing a lot because of COVID, and parents of kids with autism face wholly unique responsibilities. I spoke to…",0,mat,11113,1306680950248615941,532672756,1600381020000,-1
55,5f6a7d4086a1fcf5e06b0ebe,1305619207107670016,3,RT @CBSDenver: ‘COVID-19 Essentials’ Store Opens At Park Meadows Mall https://t.co/HPWVK8pnND https://t.co/De5TviKLQM,0,mat,11113,1305618596404449280,16313592,1600118850000,-1
56,5f6a850886a1fcf5e0721097,1306990042343112705,3,"RT @RMac18: At yesterdays Facebook all-hands meeting, Mark Zuckerberg made no mention of board member Peter Thiel. Some employees asked hi…",0,mat,11113,1306985409142906880,47191293,1600445683000,-1
57,5f6bcb3186a1fcf5e093ab02,1305905006042689536,1,"This is some remarkable and heartfelt writing from @johnpaczkowski, on the agony of saying goodbye to his children… https://t.co/Xwk9jq9iDK",0,mat,11113,,,1600186990000,-1
58,5f6bcba486a1fcf5e094114d,1305905039832047619,3,"RT @Walldo: I’m so thankful @JohnPaczkowski wrote this, on what it was like to send his kids off to college in the middle of all this. I ca…",0,mat,11113,1305904866963980295,17614726,1600186998000,-1
59,5f711a3186a1fcf5e0379ea2,1307900785724850176,3,"RT @JasonLeopold: From NBC News, based on the #FinCENfiles documents @BuzzFeedNews shared w/@ICIJorg Secret documents show North Korea la…",266,mat,11113,1307769594786979840,17094311,1600662821000,-1
60,5f7266b586a1fcf5e052302d,1308086107951607808,3,"RT @lachlan: New: the pseudonymous managing editor of RedState has been trashing Fauci, Redfield, and the govts COVID response generally…",0,mat,11113,1308083976062590979,15742985,1600707005000,-1
61,5f73c9f286a1fcf5e089a5d6,1309907819286601728,3,RT @BuzzFeedNews: “It’s a massive shitshow.” US voters across 11 countries share the lengths they are going to in order to vote in Novemb…,0,mat,11113,1309653915160502272,1020058453,1601141335000,-1
62,5f7512ac86a1fcf5e0a733ae,1308450913644732418,3,"RT @Walldo: We Aren’t Nationally Mourning The 200,000 COVID-19 Victims Because If We Did It Would Be A Reckoning https://t.co/kJwtJwvNZl",0,mat,11113,1308449967477055494,17614726,1600793982000,-1
63,5f766a7886a1fcf5e0c858ad,1311331861411459072,3,"RT @RMac18: The day after the president refused to condemn white supremacists, Palantir, a company chaired by a billionaire who hosts dinne…",0,mat,11113,1311328935570014208,47191293,1601480853000,-1
64,5f7b97ff86a1fcf5e04c19c0,1311793738616729603,3,RT @eringriffith: nothin more dehumanizing than being described as a smart and visionary leader https://t.co/UNJcoeN31j,0,mat,11113,1311790074028146688,16261707,1601590973000,-1
65,5f7ba95586a1fcf5e05bc26b,1311864827350904833,1,Trump Says He Is In Quarantine After One Of His Top Aides Got COVID-19 https://t.co/EacMBWgNYG via @TomNamako,0,mat,11113,,,1601607922000,-1
66,5f7bb03786a1fcf5e061fd14,1311876293416288256,3,RT @KrystieLYandoli: i took a covid test today and got my results back in 20 minutes. and im not...the president of the united states... h…,0,mat,11113,1311876130786353152,47545224,1601610656000,-1
67,5f7d0f7e86a1fcf5e080fe67,1313194489008152576,3,"RT @stephaniemlee: BREAKING: Trump claims he will leave Walter Reed Medical Center tonight, a decision that isnt yet confirmed.If true,…",0,mat,11113,1313194287325011968,15022464,1601924938000,-1
68,5f7d10c786a1fcf5e082299d,1313176412883316736,1,"He Lost His Job, Home, And Mental Healthcare: How Every System Failed During COVID-19 https://t.co/WqN4uPKOUV via @venessawong",0,mat,11113,,,1601920629000,-1
69,5f7e4a5786a1fcf5e0a187ef,1313249807914295296,3,RT @BrentTerhune: TRUMP beat covid. Prepare to be TRIGGERED https://t.co/JYvhYiMIyW,0,mat,11113,1313241096265388033,30826525,1601938127000,-1
70,5f7e4b9b86a1fcf5e0a2b196,1312059691313160192,3,RT @addysbaird: Mike Lee has tested positive for COVID after meeting (maskless) with SCOTUS nominee Judge Barrett earlier this week. https:…,0,mat,11113,1312057123279437825,391724938,1601654381000,-1
71,5f7e51f386a1fcf5e0a89841,1312075951971287040,3,RT @KateNocera: this is wild to watch. i have not hugged anyone other than my husband in 7 months. https://t.co/LUd4ATex2r,0,mat,11113,1312075412105760769,14870670,1601658258000,-1
72,5f7e550b86a1fcf5e0ab7ee5,1313274231308783616,3,"RT @stephaniemlee: “For the next few days, I’d want him 50 feet away from an ICU, not a helicopter ride.” https://t.co/TXVgJXlGqS via @pald…",0,mat,11113,1313274077067452416,15022464,1601943950000,-1
73,5f7e556e86a1fcf5e0abdb48,1312112615670206464,1,"Americans, Our Leader Got COVID19 Too And Heres What Happened https://t.co/OMKqXEIC9S via @SincerelyAde",0,mat,11113,,,1601667000000,-1
74,5f7e56d986a1fcf5e0ad2a86,1313264026768400385,2,Updated headline: Trump Returned To The White House And Took His Mask Off While Infected With COVID-19,0,mat,11113,1313253076548030464,11113,1601941517000,-1
75,5f7f9a3186a1fcf5e0c13f62,1312169879005351937,2,"@anthonylydgate Seems likely its Marik Protocol (which calls for daily aspirin, zinc, melatonin, famotidine, vitam… https://t.co/rZfoBVlIr4",0,mat,11113,1312168444792467462,168805134,1601680652000,-1
76,5f7fade886a1fcf5e0d2fbf6,1312186287772770304,3,RT @kathrynw5: Senate Judiciary Committee member Thom Tillis has tested positive for COVID-19,0,mat,11113,1312184561221029890,21786220,1601684564000,-1
77,5f80e25686a1fcf5e0de342e,1312218202215075840,3,"RT @davidmackau: For those keeping track (its hard to do!), in the last 24 hours we have learned the following Republicans have COVID-19:…",0,mat,11113,1312217476797624320,304932002,1601692173000,-1
78,5f80e7d686a1fcf5e0e341f8,1312237643954970625,3,"RT @Bob_Wachter: 1/ Covid (@UCSF) Chronicles, Day 199OK, now this is now officially mind-blowing. Of course, today’s thread will be all a…",0,mat,11113,1312220372402540545,239210681,1601696809000,-1
79,5f80eeb786a1fcf5e0e98f80,1312250741768118274,3,"RT @nielslesniewski: Star Tribune: Minnesotas three Republican congressmen flew home on a @Delta flight from Washington, D.C., Friday nigh…",0,mat,11113,1312209537181478912,140286364,1601699931000,-1
80,5f80f8c286a1fcf5e0f2d5d4,1313515424118579201,1,Facebook Took Down A Trump Post That Compared COVID-19 To The Flu https://t.co/N1wfUE9X9k via @RMac18,0,mat,11113,,,1602001455000,-1
81,5f82335b86a1fcf5e005adf1,1313545972086054912,3,"RT @DKThomp: Married women lost almost 1 million jobs last month, while single men gained 1.2 million. The school-shuttering pandemic is…",0,mat,11113,1313441979087417344,37723353,1602008738000,-1
82,5f82424886a1fcf5e01314d8,1312417653428903938,3,RT @GovChristie: I just received word that I am positive for COVID-19. I want to thank all of my friends and colleagues who have reached ou…,0,mat,11113,1312416381758050305,90484508,1601739726000,-1
83,5f83955486a1fcf5e030a9b5,1314055631561650176,3,"RT @newsbysamuels: The more I hear about President Trumps covid treatment, the more I think about the late James Brooks, an 80-year-old bl…",0,mat,11113,1313521563107557379,41210267,1602130251000,-1
84,5f87753b86a1fcf5e08db422,1313900591773409281,1,Heartbreaking  https://t.co/es9Yu3oJB0,0,mat,11113,,,1602093286000,-1
85,5f8a2ac186a1fcf5e0efec28,1316950440559431681,3,"RT @Mr_Berman: ""If you tried to switch between the two, it would’ve been like flipping between Wrestlemania and the Masters.” @HenryJGomez…",0,mat,11113,1316940655927709702,245572815,1602820427000,-1
86,5f8ccf2586a1fcf5e0337417,1317232043663585280,3,"RT @elamin88: The stories of COVID long-haulers — people who have had COVID and still havent fully recovered — are heartbreaking. ""My vein…",0,mat,11113,1317231421132541961,32405267,1602887566000,-1
87,5f8e24c986a1fcf5e053b5b5,1316126726242533378,1,Two Major COVID Clinical Trials Were Paused Over Safety Concerns — Which Is Exactly How Trials Should Work… https://t.co/dyDXZDSTun,0,mat,11113,,,1602624038000,-1
88,5f9c9c9f86a1fcf5e0d6489b,1321557883452940289,3,"RT @ellencarmichael: Since my former boss died, Ive been overwhelmed with media requests to discuss his life and legacy. I declined all of…",0,mat,11113,1321479824515469312,16721461,1603918927000,-1
89,5fa47c9186a1fcf5e099c065,1322242854488399872,1,"A new study has found that, in states with rising COVID-19 deaths, voter support for Trump and Republican senators… https://t.co/I1iefPGnEE",0,mat,11113,,,1604082237000,-1
90,5fa4901e86a1fcf5e0ab7d46,1323683158408060929,1,Donald Trump Jr. Tweeted A World Map That Made Absolutely No Sense https://t.co/2TOKPc90R6 via @PranavDixit,0,mat,11113,,,1604425632000,-1
91,5fa4973386a1fcf5e0b1ed19,1323730215298719744,3,"RT @teddyschleifer: Before the verdict on Trump is cast, here are the Silicon Valley billioniares who have spent hundreds of millions of do…",0,mat,11113,1323729365687955456,286432534,1604436851000,-1
92,5fa7445986a1fcf5e0003649,1323898328065585152,1,Donald Trump Is Lying About The Early Election Results https://t.co/o17RQd7ay2 via @kadiagoba,0,mat,11113,,,1604476932000,-1
93,5fa8863686a1fcf5e00852f7,1323900060136992768,3,RT @TomNamako: This is how you frame this,0,mat,11113,1323899331615875072,160951141,1604477345000,-1
94,5fa886fd86a1fcf5e0090720,1323902290109947904,3,RT @dangillmor: So heres a completely accurate headline. https://t.co/bLztfEbKj8,0,mat,11113,1323901380394840064,6267962,1604477877000,-1
95,5fa8895386a1fcf5e00b2ac1,1323900103095021568,3,RT @davidmackau: We at @buzzfeednews are just gonna tell it to you like it is. Donald Trump Is Lying About The Early Election Results htt…,0,mat,11113,1323898590532685824,304932002,1604477356000,-1
96,5fa9dcb786a1fcf5e034225a,1324080107107938304,1,"Biden Narrowly Won Wisconsin, A State That Has Been Hit Hard By COVID-19 https://t.co/KotJdzfCgF via @paldhous",0,mat,11113,,,1604520272000,-1
97,5fa9e1f986a1fcf5e0391639,1324067901335203840,3,RT @ddiamond: Meanwhile: Denmark is going to kill millions of mink in hopes of preventing a mutated version of covid from spreading to huma…,0,mat,11113,1324060077288992768,16868756,1604517362000,-1
98,5fadc19c86a1fcf5e0a41ea0,1324428474786852864,3,"RT @davidmackau: While President Donald Trump’s penchant for falsehoods and conspiracy theories is well documented, his middle son has beco…",0,mat,11113,1324428424333742082,304932002,1604603329000,-1
99,5faf018d86a1fcf5e0b0ed2a,1324462765101076480,3,RT @DonaldJTrumpJr: The total lack of action from virtually all of the “2024 GOP hopefuls” is pretty amazing. They have a perfect platfor…,0,mat,11113,1324453498897932289,39344374,1604611505000,-1
100,5faf0dfd86a1fcf5e0bc8718,1327133253501915138,3,"RT @RMac18: Cant underestimate how much Musk could be trolling here. Hes previously tweeted ""Testing for covid is a license to print mone…",0,mat,11113,1327131433274658820,47191293,1605248199000,-1
101,5fb05e1a86a1fcf5e0ce6b3e,1327282683202863104,3,"RT @NBCNews: US coronavirus cases for each day in November:Nov. 1: 76,771Nov. 2: 86,589Nov. 3: 91,910Nov. 4: 104,296Nov. 5: 121,289N…",0,mat,11113,1326891633896550401,14173315,1605283826000,-1
102,5fb0694a86a1fcf5e0d87ccc,1327298366045208576,3,"RT @RMac18: Im not the worlds fifth richest person, but casting doubts on the merits of COVID testing during a virus surge while youre c…",0,mat,11113,1327293280602660865,47191293,1605287565000,-1
103,5fb1aef086a1fcf5e0ee4a8e,1327331588380606464,3,"RT @nytimes: Tommy Tuberville, Republican of Alabama, misidentified the three branches of the federal government and claimed erroneously th…",0,mat,11113,1327324098838466560,807095,1605295485000,-1
104,5fb1b3d286a1fcf5e0f2b669,1327338315721318400,1,Native American Voters In Arizona Showed Up In Force For Biden As COVID-19 Ravaged Tribal Nations… https://t.co/YXQaQXhjvD,0,mat,11113,,,1605297089000,-1
105,5fe506c0f13f3f511771bb8b,1341228964975538177,3,RT @davidmackau: Mitch McConnell Successfully Blocked Mandatory Paid Leave For Workers With COVID https://t.co/VZ0LKCMkob via @pdmcleod,0,mat,11113,1341228818359595008,304932002,1608608878000,-1
106,5fe52038f13f3f51177f2570,1341890372608249856,3,RT @HenryJGomez: Democrats Are Telling Georgians To Dump Their Republican Senators If They Want More Aid https://t.co/tFSqFnspZU via @RyanB…,0,mat,11113,1341889893245612034,14340977,1608766570000,-1
107,5fe68929f13f3f5117ac28ed,1341079254931423232,1,“I’m not saying at all that we need to cancel Christmas. What I am saying is that we need to be really careful.”… https://t.co/I0IrkiHEh4,0,mat,11113,,,1608573185000,-1
108,5fe795ddf13f3f5117c87dcd,1341229247365410816,1,Employers will no longer have to provide paid sick leave to workers who get infected with COVID-19 after Senate Maj… https://t.co/cPnGAK5qi9,0,mat,11113,,,1608608946000,-1
109,5fe8dfd6f13f3f5117f62aac,1341458495648878593,3,"RT @jack2ber: “There are numbers so large after which it is impossible to keep on grieving.” So true, but grief does pour into the gaping…",0,mat,11113,1341457592955133952,15570631,1608663603000,-1
110,5fe8e0abf13f3f5117f684b0,1341546145126834176,3,"RT @WilliamTurton: One of my defining memories of Donald Trump was when I attended one of his campaign rallies in Richmond, Virginia at a N…",0,mat,11113,1341545858278576128,99012883,1608684500000,-1
111,5fe8e201f13f3f5117f70e34,1341450279640834050,1,America’s COVID-19 Death Toll Is Devastating. But Numbers Alone Don’t Capture The Loss. https://t.co/N7gZej9Y9A via @ScottLucas,0,mat,11113,,,1608661644000,-1
112,5fe8fdd6f13f3f5117fca705,1341508632806969344,3,RT @nmsanchez: I rarely tweet content requiring warnings. CW: This contains race-based trauma in a medical setting and stories of COVID.…,0,mat,11113,1341506715460587522,15813127,1608675556000,-1
113,5fe93de8f13f3f5117153d2e,1341451548015017984,1,Related: Ive been at BuzzFeed for 6 years as of last week. And I just accidentally published a story on Covid de… https://t.co/AKocfm40gQ,0,mat,11113,,,1608661946000,-1
114,5fea71b7f13f3f5117354db3,1341521649582002177,3,RT @bborrman: https://t.co/nqss2GhIlB https://t.co/Bg6K14ye4N,4,mat,11113,1341519834761232385,47454782,1608678660000,-1
115,5ff7a0d0d822b7e8b472e12f,1346841519811035136,1,How Many People Have Gotten A COVID-19 Vaccine? Track It With These Charts And Maps.  https://t.co/igc5UrPRQP via @paldhous,0,mat,11113,,,1609947016000,-1
116,5ffa89830eb919633c6c7465,1333514328004169729,3,RT @pdmcleod: The Senate is back after a Thanksgiving break with both party leaders saying the top priority is passing COVID relief before…,0,mat,11113,1333513761999769605,123322294,1606769565000,-1
117,5ffab6b30eb919633c721be2,1333514353283219456,3,RT @pdmcleod: And he’s sticking by his insistance that any COVID relief is tied to liability immunity for businesses. Democrats are sayin…,0,mat,11113,1333514165303054336,123322294,1606769571000,-1
118,5ffb2785d822b7e8b49a27d3,1347004500758859779,1,"“Donald Trump has directly incited a terror attack on Capitol Hill,” one Facebook employee wrote on a post where co… https://t.co/NMMBhwLPSi",0,mat,11113,,,1609985873000,-1
119,5ffcf190d822b7e8b4c4819a,1347302409643585536,1,Why I am resigning after stabbing 97 people for Donald Trump https://t.co/jQGNUfVWI6 by @Schwarz,0,mat,11113,,,1610056900000,-1
120,60080d4dd3af15d6b3e31ab3,1348688334474788864,3,RT @andreapitzer: I wrote for @washingtonpost about how chasing the suffering of Dutchmen in the Arctic more than 400 years ago helped me g…,0,mat,11113,1348641807379390467,50646511,1610387331000,-1
121,60087d69d3af15d6b3ed5418,1348717297129594881,3,"RT @TomNamako: Dem Rep. Bonnie Watson Coleman tested positive for COVID-19, adding that she believes she was exposed to the virus while in…",0,mat,11113,1348716955818225664,160951141,1610394236000,-1
122,6008828c8e8b968c4d74cf80,1333638579797409792,2,"@MatthewSchafer Oh man. Im gonna be even more judgey. ""We lived through Covid and you still cant be in the moment?!?""",0,mat,11113,1333637503736274945,90646280,1606799189000,-1
